,小区名称,price,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,别墅类型
2515,银基王朝三期万和园,215万,金水区 燕庄 近1号线民航路站,3室2厅1厨2卫,低楼层 (共32层),118.74㎡,平层,95.06㎡,塔楼,南,钢混结构,简装,两梯四户,集中供暖,有,2022-03-29,商品房,2012-02-22,普通住宅,满五年,非共有,有抵押 50万元 中国银行 客户偿还,已上传房本照片,,,
2516,大观国际居住区北区,182万,金水区 燕庄 近1号线燕庄站,3室1厅1厨2卫,中楼层 (共34层),113.53㎡,平层,88.25㎡,板塔结合,南 北,钢混结构,毛坯,三梯七户,集中供暖,有,2022-04-04,商品房,2014-04-21,普通住宅,满五年,非共有,有抵押 15万元 业主自还,已上传房本照片,,,
2517,安泰金苑,124万,金水区 索凌路北段 近4号线丰庆路站,3室2厅1厨2卫,高楼层 (共18层),123.48㎡,平层,100.19㎡,板楼,南 北,钢混结构,简装,两梯三户,自供暖,有,2022-04-05,商品房,2016-11-23,普通住宅,满五年,非共有,有抵押 80万元 业主自还,已上传房本照片,,,
2518,煤炭公司家属院,139万,金水区 财富广场 近5号线省人民医院站,3室2厅1厨1卫,低楼层 (共6层),126.31㎡,错层,暂无数据,板楼,南,砖混结构,简装,一梯两户,自供暖,暂无数据,2021-04-22,房改房,2000-03-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2519,北彩鑫居,143万,金水区 轻工业学院 ,4室2厅2厨2卫,中楼层 (共7层),161.73㎡,平层,147.96㎡,板楼,南 北,砖混结构,其他,一梯两户,自供暖,无,2021-03-28,商品房,2014-09-19,普通住宅,满五年,非共有,有抵押 70万元 循环贷 客户偿还,已上传房本照片,,,
2520,中医学院家属院,126万,金水区 紫荆山公园 ,3室1厅1厨1卫,中楼层 (共7层),87.41㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2021-09-23,商品房,2007-12-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2521,君悦城,187万,金水区 财富广场 近5号线省人民医院站,3室1厅1厨1卫,高楼层 (共33层),103.37㎡,平层,78.3㎡,塔楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-09-09,商品房,2012-10-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2522,郑州轻工业学院家属院,86万,金水区 科技市场 ,3室1厅1厨1卫,高楼层 (共4层),85.42㎡,平层,77.83㎡,暂无数据,南 北,未知结构,简装,一梯两户,集中供暖,暂无数据,2021-10-17,房改房,2007-01-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2523,非常国际二期,205.9万,金水区 枣庄 ,3室2厅1厨2卫,高楼层 (共29层),141.53㎡,平层,109.74㎡,板楼,南 北,钢混结构,毛坯,两梯四户,集中供暖,有,2021-01-31,商品房,2013-09-16,普通住宅,满五年,非共有,有抵押 50万元 金融公司垫资,已上传房本照片,,,
2524,华瑞紫桂苑,165万,金水区 海洋馆 ,3室2厅1厨2卫,高楼层 (共6层),125.36㎡,平层,109.61㎡,板楼,南,混合结构,简装,一梯两户,集中供暖,无,2021-04-25,商品房,2010-07-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2525,经一路北31号院,117万,金水区 财富广场 近5号线省人民医院站,3室2厅1厨1卫,高楼层 (共6层),146.84㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,自供暖,无,2020-05-20,商品房,2001-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2526,天福苑小区,235万,金水区 科技市场 ,3室2厅1厨1卫,高楼层 (共7层),113.06㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,自供暖,无,2021-03-11,商品房,2018-10-19,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
2527,瀚宇新城,149万,金水区 索凌路北段 ,3室2厅1厨2卫,高楼层 (共27层),133.53㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,2020-07-25,商品房,2019-02-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
2528,园田小区,140万,金水区 轻工业学院 ,4室2厅1厨2卫,高楼层 (共7层),171.5㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯一户,自供暖,无,2020-11-24,商品房,2001-05-03,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2529,大观国际居住区,230万,金水区 燕庄 ,3室2厅1厨2卫,中楼层 (共33层),139.71㎡,平层,110.96㎡,板塔结合,南 北,钢混结构,简装,两梯四户,集中供暖,有,2021-09-01,商品房,2016-12-09,普通住宅,满五年,非共有,有抵押 60万元 银行,已上传房本照片,,,
2530,伟业龙湖上城,210万,金水区 杨金路 ,4室2厅1厨2卫,中楼层 (共16层),147.71㎡,平层,暂无数据,板塔结合,东 东南 南,钢混结构,毛坯,一梯四户,集中供暖,暂无数据,2021-09-18,商品房,2019-03-27,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
2531,宏达花苑,130万,金水区 海洋馆 近4号线丰庆路站,3室2厅1厨1卫,中楼层 (共6层),130.42㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2021-09-06,商品房,2012-08-04,普通住宅,满五年,非共有,有抵押 10万元,已上传房本照片,,,
2532,曼哈顿,179万,金水区 燕庄 近1号线燕庄站,3室2厅1厨2卫,高楼层 (共30层),146.33㎡,平层,119.21㎡,板塔结合,南,钢混结构,简装,两梯五户,集中供暖,有,2021-07-06,商品房,2019-08-27,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
2533,建业城市花园,377万,金水区 燕庄 近4号线商鼎路站,3室2厅1厨2卫,低楼层 (共6层),194.73㎡,复式,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,自供暖,无,2021-10-25,商品房,2006-05-11,普通住宅,满五年,非共有,有抵押 125万元 客户偿还,已上传房本照片,,,
2534,虹景嘉园,145万,金水区 燕庄 近4号线商鼎路站,3室2厅1厨2卫,中楼层 (共7层),120.15㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,自供暖,有,2021-11-05,商品房,2002-06-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2535,建业城市花园,130万,金水区 燕庄 近4号线商鼎路站,2室2厅1厨1卫,中楼层 (共6层),84.68㎡,平层,74.51㎡,板楼,南 北,混合结构,精装,一梯两户,自供暖,无,2021-10-29,商品房,2012-10-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2536,中方园东区,99万,金水区 陈寨 ,3室1厅1厨1卫,低楼层 (共7层),117.29㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,自供暖,无,2021-07-31,商品房,2019-04-10,普通住宅,满两年,共有,无抵押,已上传房本照片,,,
2537,河南省委家属院,205万,金水区 花园路 ,3室1厅1厨1卫,低楼层 (共5层),82.97㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,三梯两户,集中供暖,有,2021-11-15,房改房,2006-10-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2538,伟业龙湖上城,258万,金水区 杨金路 ,4室2厅1厨2卫,低楼层 (共11层),165.22㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,十梯两户,集中供暖,有,2021-10-12,商品房,2019-04-01,普通住宅,满两年,非共有,有抵押 70万元,已上传房本照片,,,
2539,瀚宇新城,147万,金水区 索凌路北段 ,3室2厅1厨2卫,中楼层 (共27层),133.53㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-11-18,商品房,2019-01-24,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
2540,伟业龙湖上城,405万,金水区 杨金路 ,3室2厅1厨2卫,低楼层 (共11层),161.18㎡,错层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2021-07-30,商品房,2018-11-28,普通住宅,满两年,非共有,无抵押,已上传房本照片,,,
2541,绿城水岸名苑,141万,金水区 燕庄 近1号线民航路站,3室1厅1厨1卫,中楼层 (共33层),98.23㎡,平层,78.98㎡,板塔结合,西北,钢混结构,精装,三梯八户,集中供暖,有,2021-12-08,商品房,2015-09-28,普通住宅,满五年,非共有,有抵押 20万元 协商解决,已上传房本照片,,,
2542,和风细宇,158万,金水区 轻工业学院 ,4室2厅1厨2卫,高楼层 (共6层),149.67㎡,复式,暂无数据,平房,南 北,混合结构,简装,一梯两户,集中供暖,无,2021-12-20,商品房,2017-05-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2543,新鑫花园(金水),150万,金水区 燕庄 近4号线商鼎路站,3室2厅1厨2卫,低楼层 (共21层),149.57㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯六户,集中供暖,有,2018-10-01,商品房,2004-07-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2544,恒熙花園,545万,金水区 北站 ,5室2厅1厨3卫,低楼层 (共11层),279.72㎡,复式,236.54㎡,板楼,南 北,框架结构,精装,一梯两户,集中供暖,暂无数据,2020-10-10,商品房,2009-06-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2545,丰产路82号院,100万,金水区 花园路 ,3室1厅1厨1卫,中楼层 (共6层),83.91㎡,平层,77.52㎡,板楼,南,砖混结构,精装,一梯两户,集中供暖,无,2020-08-24,商品房,2003-11-07,普通住宅,满五年,共有,无抵押,已上传房本照片,,,
2546,鑫苑名家,185万,金水区 北站 ,2室2厅1厨1卫,中楼层 (共6层),92.12㎡,平层,82.06㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2018-12-26,商品房,2013-03-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2547,博宇晴城,138万,金水区 普罗旺世 近4号线北二十里铺站,3室2厅1厨1卫,低楼层 (共18层),119.95㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯三户,集中供暖,有,2020-09-12,商品房,2016-06-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2548,伟业栖岸,185万,金水区 燕庄 近4号线商鼎路站,3室2厅1厨2卫,高楼层 (共18层),130.07㎡,平层,暂无数据,板楼,东 南 北,钢混结构,精装,两梯三户,集中供暖,有,2020-09-15,商品房,2013-10-24,普通住宅,满五年,非共有,有抵押 62万元 客户偿还,已上传房本照片,,,
2549,纬五路68号院,72万,金水区 省人民医院 近5号线姚砦站,3室2厅1厨1卫,高楼层 (共7层),86.91㎡,平层,80.53㎡,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2020-05-07,商品房,2011-06-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2550,宋砦小区2号院,91万,金水区 绿茵广场 ,3室2厅1厨1卫,高楼层 (共7层),122.72㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,自供暖,无,2021-09-18,商品房,2009-09-18,普通住宅,满五年,非共有,有抵押 70万元 77,已上传房本照片,,,
2551,正弘·蓝堡湾Ⅱ,285万,金水区 文博广场 近2号线东风路站,2室2厅1厨1卫,低楼层 (共32层),108.44㎡,平层,79.47㎡,板楼,南,钢混结构,简装,两梯三户,集中供暖,有,2019-11-24,商品房,2014-02-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2552,安泰嘉园,308.8万,金水区 北站 ,4室2厅1厨2卫,高楼层 (共18层),203.45㎡,平层,173㎡,板楼,南 北,钢混结构,毛坯,两梯两户,集中供暖,有,2020-06-25,商品房,2009-11-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2553,金水路9号院附2号院,115万,金水区 未来大厦 ,3室2厅1厨1卫,中楼层 (共7层),112.49㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,自供暖,无,2021-04-26,房改房,2017-04-14,普通住宅,满五年,共有,有抵押 100万元 102 金融公司垫资,已上传房本照片,,,
2554,茵悦之声,225万,金水区 徐寨 近2号线北三环站,3室2厅1厨2卫,低楼层 (共11层),145.16㎡,平层,119.85㎡,塔楼,东南,钢混结构,简装,一梯三户,集中供暖,有,2021-02-21,商品房,2007-07-17,普通住宅,满五年,非共有,有抵押,已上传房本照片,,,
2555,银基王朝三期万和园,206万,金水区 燕庄 近1号线民航路站,3室2厅1厨2卫,高楼层 (共32层),118.74㎡,平层,95.06㎡,塔楼,南 北,钢混结构,毛坯,两梯四户,集中供暖,有,2021-03-26,商品房,2013-02-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
2556,鑫苑名家,239万,金水区 北站 ,3室2厅1厨2卫,低楼层 (共11层),143.77㎡,错层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,2020-01-15,商品房,2004-07-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,,,
